source,translation_reference,translation_hypothesis,sentence_bleu_score
Cuntas personas tienen que tomarlo antes de que ayude a una persona?,How many people have to take it before one person is helped?,How many people have to take it before it helps a person?,0.6132297420585351
300.,300.,300.,1.0
"Esto segn la investigacin de los investigadores cnicos Jerome Groopman y Pamela Hartzband, confirmado de forma independiente por Bloomberg.com.","This is according to research  by research practitioners Jerome Groopman and Pamela Hartzband,  independently confirmed by Bloomberg.com.","This is according to the research of the clinical researchers Jerome Gropman and Pamela Hartzband, independently confirmed by Bloomberg.com.",0.4580519369844352
Yo mismo explor los nmeros.,I ran through the numbers myself.,I explore the numbers myself.,0.49473859088183875
"300 personas tienen que tomar el medicamento durante un ao antes de evitar un solo ataque de corazn, derrame cerebral u otro evento adverso.","300 people have to take the drug for a year  before one heart attack, stroke or other adverse event is prevented.","300 people have to take the medicine during one year before avoiding a single heart attack, stroke, or other adverse event.",0.3445778903767542
"Ahora quiz piensen: ""Bueno, 1 probabilidad en 300 de bajar mi colesterol.","Now you're probably thinking,  ""Well, OK, one in 300 chance of lowering my cholesterol.","Now you might think, ""Well, 1 chance at 300 of lowering my cholesterol.",0.21294807603873017
"Por qu no, doctor? Deme la receta de todos modos"".","Why not, doc? Give me the prescription anyway.""","Why not, Doctor? Give me the recipe anyway.""",0.48109772909788073
"Pero entonces uno se debe preguntar por una estadstica ms, y es, ""Hbleme de los efectos secundarios"". S?","But you should ask at this point for another statistic,  and that is, ""Tell me about the side effects."" Right?","But then one should ask for a more statistical, and it's, ""Hbleme of the side effects.""",0.2264093566263166
"Para este medicamento en particular, los efectos secundarios se producen en el 5 % de los pacientes.","So for this particular drug,  the side effects occur in five percent of the patients.","For this particular medicine, side effects occur in 5% of patients.",0.20841953947969766
"Y esos incluyen cosas terribles: debilitante dolor muscular y articular, dolor gastrointestinal, pero ahora piensan: ""El 5 % no es muy probable que me pase a m, an as tomar la medicina"".","And they include terrible things --  debilitating muscle and joint pain, gastrointestinal distress --  but now you're thinking, ""Five percent,  not very likely it's going to happen to me,  I'll still take the drug.""","And those include terrible things: debilitating muscle and joint pain, gastrointestinal pain, but now they think, ""5% isn't very likely to happen to me, they're taking the medicine.""",0.2565473249977112
"Pero un momento,",But wait a minute.,"But wait a minute,",0.7071067811865476
recuerden que bajo estrs no piensan con claridad.,Remember under stress you're not thinking clearly.,Remember that under estrs don't think clearly.,0.8091067115702212
"As que piensen cmo asimilaran esto con el tiempo, as que no tienen que fabricar la cadena de razonamiento en el acto.","So think about how you're going to work through this ahead of time,  so you don't have to manufacture the chain of reasoning on the spot.","So you think how you'll assimilate this over time, so you don't have to fabricate the chain of reasoning in the act.",0.29838644881973314
"300 personas toman el frmaco, no? A una persona le ha ayudado, 5 % de los 300 tienen efectos secundarios, eso son 15 personas.","300 people take the drug, right? One person's helped,  five percent of those 300 have side effects,  that's 15 people.","300 people take the fram, right? One person has helped, 5% of the 300 have side effects, that's 15 people.",0.46096034934979274
Uno tiene 15 veces ms probabilidades de salir perjudicado por el frmaco de que te ayude el medicamento.,You're 15 times more likely to be harmed by the drug  than you are to be helped by the drug.,One is 15 times more likely to get hurt by the cold than the medicine.,0.21589378505946644
No digo que deban o no tomar la estatina.,"Now, I'm not saying whether you should take the statin or not.",I'm not saying you should or shouldn't take the statin.,0.3759200364210047
Solo digo que deben tener esta conversacin con su mdico.,I'm just saying you should have this conversation with your doctor.,I'm just saying you must have this conversation with your doctor.,0.7016879391277372
"La tica mdica lo requiere, es parte del principio de consentimiento informado.","Medical ethics requires it,  it's part of the principle of informed consent.","Medica tica requires it, it is part of the principle of informed consent.",0.5205510363053438
Tenemos derecho a tener acceso a este tipo de informacin para iniciar la conversacin sobre de si uno quiere asumir los riesgos o no.,You have the right to have access to this kind of information  to begin the conversation about whether you want to take the risks or not.,We have the right to have access to this kind of information to start the conversation about whether or not you want to take the risks.,0.6676191940689508
"Quiz estn pensando que he lanzado este nmero en el aire por el valor del choque, pero en realidad este nmero necesario a tratar es bastante tpico.","Now you might be thinking  I've pulled this number out of the air for shock value,  but in fact it's rather typical, this number needed to treat.","Maybe you're thinking that I've thrown this number into the air because of the shock value, but actually this necessary number to treat is quite typical.",0.24448012314630493
"Para la ciruga que ms se realiza en los hombres mayores de 50, extirpacin de la prstata por cncer, el nmero necesario a tratar es de 49.","For the most widely performed surgery on men over the age of 50,  removal of the prostate for cancer,  the number needed to treat is 49.","For the wart that ms is performed in men over 50, removal of the prstate by cncer, the necessary number to treat is 49.",0.2278931850197076
"As es, 49 cirugas por una persona a la que ha ayudado.","That's right, 49 surgeries are done for every one person who's helped.","As is, 49 cirucles for a person you've helped.",0.5850453652111616
"Y los efectos secundarios en ese caso, se producen en el 50 % de los pacientes.",And the side effects in that case occur in 50 percent of the patients.,"And the side effects in that case, occur in 50% of patients.",0.41999739844885475
"Esos incluyen la impotencia o disfuncin erctil, incontinencia urinaria, lagrimeo rectal, incontinencia fecal.","They include impotence, erectile dysfunction,  urinary incontinence, rectal tearing,  fecal incontinence.","These include impotence or erctile dysfunction, urinary incontinence, rectal tearing, fecal incontinence.",0.5331675363405771
Y si se tiene suerte y se es uno de ese 50 % los efectos solo durarn un ao o dos.,"And if you're lucky, and you're one of the 50 percent who has these,  they'll only last for a year or two.",And if you are lucky and you are one of that 50% the effects will only last one year or two.,0.27473200769974515
As que la idea de la premortem es pensar antes de tiempo las preguntas que uno puede plantear que impulsarn la conversacin hacia adelante.,So the idea of the pre-mortem is to think ahead of time  to the questions that you might be able to ask  that will push the conversation forward.,So the idea of the premortem is to think ahead of time about the questions that one may pose that drive conversation forward.,0.35617279470633645
Uds. no tienen por qu fabricar todo esto en el acto.,You don't want to have to manufacture all of this on the spot.,You don't have to make all this on the spot.,0.27080996975598864
Y tambin quieren pensar en la calidad de vida.,And you also want to think about things like quality of life.,And they also want to think about quality of life.,0.44300069361967526
"Debido a que se tiene una opcin muchas veces, quieren una vida ms corta libre de dolor, o una vida ms larga que podra tener mucho dolor hacia el final?","Because you have a choice oftentimes,  do you I want a shorter life that's pain-free,  or a longer life that might have a great deal of pain towards the end?","Because you have an option many times, do you want a shorter life free of pain, or a longer life that could have a lot of pain towards the end?",0.3831514777195514
"Estas son las cosas de las que hablan y piensan de ahora, con su familia y sus seres queridos.","These are things to talk about and think about now,  with your family and your loved ones.","These are the things you talk about and think about now, with your family and your loved ones.",0.747103615263168
"Pueden cambiar de opinin en el calor del momento, pero al menos que uno est entrenado en este tipo de pensamiento.","You might change your mind in the heat of the moment,  but at least you're practiced with this kind of thinking.","They may change their mind in the heat of the moment, but at least one is trained in this kind of thinking.",0.5351607207631776
"Recuerden, nuestro cerebro libera cortisol bajo estrs, y una de las cosas que sucede en ese momento es que se apagan un montn de sistemas.","Remember, our brain under stress releases cortisol,  and one of the things that happens at that moment  is a whole bunch on systems shut down.","Remember, our brain releases cortisol under estrs, and one of the things that happens at that time is that a montn of systems goes out.",0.40489936706391494
Hay una razn evolutiva para esto.,There's an evolutionary reason for this.,There's an evolutionary reason for this.,1.0
"Cara a cara con un depredador, no es necesario el sistema digestivo, o la libido o el sistema inmunolgico, porque si el cuerpo est gastando el metabolismo en esas cosas, no reacciona con rapidez. Podran llegar a ser el almuerzo de los leones, as que nada de eso importa.","Face-to-face with a predator, you don't need your digestive system,  or your libido, or your immune system,  because if you're body is expending metabolism on those things  and you don't react quickly,  you might become the lion's lunch, and then none of those things matter.","Face to face with a predator, you don't need the digestive system, or the libido or the immune system, because if the body is spending the metabolism on those things, it doesn't react quickly. It may become the lunch of the lions, so none of that matters.",0.22776285592397996
"Desafortunadamente, una de las cosas que se va por la ventana durante esos momentos de estrs es el pensamiento lgico racional, como Danny Kahneman y sus colegas han demostrado.","Unfortunately,  one of the things that goes out the window during those times of stress  is rational, logical thinking,  as Danny Kahneman and his colleagues have shown.","Unfortunately, one of the things that goes out the window during those moments of strs is rational logical thinking, as Danny Kahneman and his colleagues have shown.",0.756896227518374
As que tenemos que entrenarnos para pensar en el futuro a este tipo de situaciones.,So we need to train ourselves to think ahead  to these kinds of situations.,So we have to train ourselves to think about the future in these kinds of situations.,0.4169392927528885
Creo que lo importante aqu es reconocer que todos somos defectuosos.,I think the important point here is recognizing that all of us are flawed.,I think the important thing here is to recognize that we are all defective.,0.23397625978961173
Todos vamos a fallar de vez en cuando.,We all are going to fail now and then.,We're all going to fail from time to time.,0.3549481056010053
"La idea es pensar en el futuro cmo podran ser esos fallos, para poner los sistemas en el lugar que le ayudar a minimizar el dao, o para evitar que las cosas malas sucedan en el primer lugar.","The idea is to think ahead to what those failures might be,  to put systems in place that will help minimize the damage,  or to prevent the bad things from happening in the first place.","The idea is to think about the future how those failures might be, to put the systems in place that will help you minimize the dao, or to prevent bad things from happening in the first place.",0.575684321338675
"Rebobinando a la noche de nieve en Montreal, cuando regres de mi viaje, mi contratista me instal una cerradura de combinacin junto a la puerta, con una llave de la puerta de entrada en el mismo, una forma fcil de recordarlo.","Getting back to that snowy night in Montreal,  when I got back from my trip,  I had my contractor install a combination lock next to the door,  with a key to the front door in it, an easy to remember combination.","Rewinding to the night of snow in Montreal, when I return from my journey, my contractor installed me a combination lock next to the door, with a key to the front door on it, an easy way to remember it.",0.4611451098976627
"Y tengo que admitir que todava tengo montones de cartas que no he ordenado, y montones de mensajes de correo que no he ledo.","And I have to admit,  I still have piles of mail that haven't been sorted,  and piles of emails that I haven't gone through.","And I have to admit that I still have piles of cards I haven't sorted out, and piles of mail messages I haven't read.",0.36001210379377596
"As que no soy muy organizado, pero veo la organizacin como un proceso gradual, y lo estoy logrando.","So I'm not completely organized,  but I see organization as a gradual process,  and I'm getting there.","So I'm not very organized, but I see organization as a gradual process, and I'm doing it.",0.6964705665515707
Muchas gracias.,Thank you very much.,Thank you very much.,1.0
"Intrprete: Piano, ""p"" es mi smbolo musical favorito.","Interpreter: Piano, ""p,"" is my favorite musical symbol.","Intréprete: Piano, ""p"" is my favorite musical smbolo.",0.3655552228545123
Significa tocar suavemente.,It means to play softly.,It means playing softly.,0.5506953149031837
"Si ests tocando un instrumento musical y ves una ""p"" en la partitura, necesitas tocar ms suavemente.","If you're playing a musical instrument and you notice a ""p"" in the score,  you need to play softer.","If you're playing a musical instrument and you see a ""p"" on the score, you need to play more smoothly.",0.6150523394042867
"Dos 'p', an ms suave.",Two p's -- even softer.,"Two 'p', one softer.",0.6548907866815301
"Cuatro 'p', extremadamente suave.",Four p's -- extremely soft.,"Four 'p', extremely smooth.",0.6548907866815301
"Este es mi dibujo de un rbol de 'p', ah se ve que no importa cuntos miles y miles de 'p' puede haber, nunca llegars a un completo silencio.","This is my drawing of a p-tree,  which demonstrates  no matter how many thousands upon thousands of p's there may be,  you'll never reach complete silence.","This is my drawing of a tree of 'p', ah you see that no matter how many thousands and thousands of 'p' there may be, never come to a complete silence.",0.3382045855583631
Esa es mi definicin actual de silencio: un sonido muy oscuro.,That's my current definition of silence:  a very obscure sound.,That is my current definition of silence: a very dark sound.,0.5900468726392808
"Me gustara compartir un poco sobre la historia del sistema estadounidense de signos, el ASL, adems de un poco de mi propia historia.","I'd like to share a little bit  about the history of American Sign Language, ASL,  plus a bit of my own background.","I'd like to share a little bit about the history of the American sign system, the ASL, plus a little bit of my own story.",0.5642761727828352
"El lenguaje de signos francs lleg durante la dcada de 1800, y con el paso del tiempo, se mezcl con signos locales, y se desarroll el idioma que hoy conocemos como ASL.","French sign language was brought to America during the early 1800s,  and as time went by, mixed with local signs,  it evolved into the language we know today as ASL.","The French sign language arrived during the 1800s, and over time, mixed with local signs, and developed the language we know today as ASL.",0.3408788675367132
"Por lo tanto, tiene una historia de unos 200 aos.",So it has a history of about 200 years.,"So, it has a history of about 200 years.",0.8633400213704505
Nac sorda. Y me ensearon a creer que el sonido no era una parte de mi vida.,"I was born deaf,  and I was taught to believe that sound wasn't a part of my life.","Nac deaf, and they taught me to believe that sound was not a part of my life.",0.38329871709374747
Y yo crea que era verdad.,And I believed it to be true.,And I thought it was true.,0.5115078115793242
"Sin embargo, ahora me doy cuenta de que no es verdad para nada.","Yet, I realize now that that wasn't the case at all.",But now I realize it's not true at all.,0.4888290318657942
"Los sonidos son una parte muy importante de mi vida, realmente estn en mi mente todos los das.","Sound was very much a part of my life,  really, on my mind every day.","Sounds are a very important part of my life, they are really in my mind all give.",0.18295654224495206
"Como una persona sorda que vive en un mundo de sonidos, es como si yo viviera en un pas extranjero, siguiendo ciegamente sus reglas, costumbres, comportamientos y normas sin cuestionarlas.","As a Deaf person living in a world of sound,  it's as if I was living in a foreign country,  blindly following its rules, customs, behaviors and norms  without ever questioning them.","As a deaf person living in a world of sounds, it is as if I lived in a foreign country, blindly following its rules, customs, behaviors and norms without questioning them.",0.6029686749776236
As que cmo entiendo el sonido?,So how is it that I understand sound?,So how do I understand the sound?,0.605543865104477
"Bueno, veo cmo las personas se comportan y responden al sonido.","Well, I watch how people behave and respond to sound.","Well, I see how people behave and respond to sound.",0.7071067811865475
La gente son como mis altavoces y amplifican el sonido.,"You people are like my loudspeakers, and amplify sound.",People are like my speakers and amplify the sound.,0.43472087194499137
Aprendo y copio ese comportamiento.,I learn and mirror that behavior.,I learn and copy that behavior.,0.5946035575013605
"Al mismo tiempo, he aprendido que puedo crear sonidos, y he visto cmo la gente responde.","At the same time, I've learned that I create sound,  and I've seen how people respond to me.","At the same time, I've learned that I can create sounds, and I've seen how people respond.",0.6053011982655683
"As he aprendido, por ejemplo...","Thus I've learned, for example ...","As I've learned, for example...",0.4604061366599648
"""No azotes la puerta!""","""Don't slam the door!""","""Don't whip the door!""",0.7071067811865475
"""No hagas mucho ruido al comer de la bolsa de papas fritas!""","""Don't make too much noise when you're eating from the potato-chip bag!""","""Don't make too much noise when you eat from the bag of fries!""",0.42803206067505944
"""No eructes, y cuando ests comiendo, asegrate de no araar los cubiertos en el plato"".","""Don't burp,  and when you're eating,  make sure you don't scrape your utensils on the plate.""","""Don't burp, and when you're eating, make sure you don't scratch the cutlery on the plate.""",0.6739047062564734
"A todo esto lo llamo ""etiqueta de sonido"".","All of these things I term ""sound etiquette.""","I call all this ""sound tag.""",0.5444460596606694
Tal vez pienso en la etiqueta de sonido ms de lo que la persona promedio lo hace.,Maybe I think about sound etiquette  more than the average hearing person does.,Maybe I think about the sound tag more than the average person does.,0.43527713779415106
Soy super vigilante de los sonidos.,I'm hyper-vigilant around sound.,I'm super sound watcher.,0.7071067811865476
"Y siempre estoy esperando con nerviosismo el sonido, sobre el que est por venir a continuacin.","And I'm always waiting in eager nervous anticipation  around sound, about what's to come next.","And I'm always waiting nervously for the sound, which is to come next.",0.24794277351227223
"De ah, este dibujo.","Hence, this drawing.","From ah, this drawing.",0.6389431042462724
"TBD, por decidir.","TBD, to be decided.","TBD, to be decided.",1.0
"TBC, por continuar.","TBC, to be continued.","TBC, to continue.",0.5444460596606694
"TBA, por anunciar.","TBA, to be announced.","TBA, to be announced.",1.0
Pueden ver que el pentagrama no tiene notas en las lneas.,And you notice the staff --  there are no notes contained in the lines.,You can see that the staff has no notes on the lines.,0.5143896597480446
Eso es porque las lneas ya contienen sonidos a travs de los borrones sutiles y manchas.,That's because the lines already contain sound  through the subtle smudges and smears.,That's because the lines already contain sounds through subtle blurs and stains.,0.42481820832988276
"En la cultura sorda, el movimiento es equivalente al sonido.","In Deaf culture, movement is equivalent to sound.","In deaf culture, movement is equivalent to sound.",0.7071067811865475
"Esta es la seal para ""pentagrama"" en el ASL.","This is a sign for ""staff"" in ASL.","This is the seal for ""pentagram"" in the ASL.",0.5133450480401704
Un pentagrama tpico tiene cinco lneas.,A typical staff contains five lines.,A typical pentagram has five lines.,0.7186082239261684
"Sin embargo, para m, hacer la sea con mi pulgar as no se siente natural.","Yet for me, signing it with my thumb sticking up like that  doesn't feel natural.","However, for me, making it with my thumb does not feel natural.",0.22309753207764887
Es por eso que en mis dibujos solo tengo cuatro lneas en el papel.,"That's why you'll notice in my drawings, I stick to four lines on paper.",That's why in my drawings I only have four lines on paper.,0.24973194725900547
"En el ao 2008, tuve la oportunidad de viajar a Berln, Alemania, para una residencia artstica all.","In the year 2008, I had the opportunity to travel to Berlin, Germany,  for an artist residency there.","In 2008 I had the opportunity to travel to Berln, Germany, for an all artistic residence.",0.4138243206810592
"Antes de este tiempo, haba trabajado como pintora.","Prior to this time, I had been working as a painter.","Before this time, she had worked as a painter.",0.3480972619949626
"Durante este verano, visit museos y espacios de diferentes galeras, y mientras iba de un lugar a otro, me di cuenta de que no haba arte visual all.","During this summer, I visited different museums and gallery spaces,  and as I went from one place to the next,  I noticed there was no visual art there.","During this summer, I visited museums and spaces of different galleys, and as I went from one place to another, I realized that there was no visual art there.",0.5464579418466106
"En ese momento, el sonido era la tendencia y eso me llam la atencin...","At that time, sound was trending, and this struck me ...","At the time, the sound was the trend and that calls me attention...",0.46024953713619404
"no haba arte visual, todo era auditivo.","there was no visual art,  everything was auditory.","There was no visual art, everything was auditory.",0.8408964152537145
Ahora el sonido ha entrado en mi territorio del arte.,Now sound has come into my art territory.,Now the sound has entered my art territory.,0.48109772909788073
Me va a distanciar ms del arte?,Is it going to further distance me from art?,Are you going to distance me more from art?,0.7071067811865476
Me di cuenta de que no tiene por qu ser as.,I realized that doesn't have to be the case at all.,I realized it doesn't have to be.,0.2919441086311216
"De hecho, conozco el sonido.",I actually know sound.,"Actually, I know the sound.",0.8801117367933934
Lo conozco tan bien que no solo se experimenta a travs de los odos.,I know it so well  that it doesn't have to be something just experienced through the ears.,I know him so well that he's not just experimenting through the odes.,0.27166213052457155
"Puedo sentirlo de manera tctil, o experimentarlo visualmente, o incluso como una idea.","It could be felt tactually,  or experienced as a visual,  or even as an idea.","I can feel it in a tectile way, or experience it visually, or even as an idea.",0.23287896954139942
As que me decid a reclamar la propiedad de sonido e integrarla en mi prctica artstica.,So I decided to reclaim ownership of sound  and to put it into my art practice.,So you tell me to claim the sound property and integrate it into my artistic practice.,0.2626909894424158
"Y todo lo que me haban enseado en cuanto a sonido, decid dejarlo y desaprenderlo.","And everything that I had been taught regarding sound,  I decided to do away with and unlearn.","And everything I've been taught about sound, let it go and let it go.",0.4089915744133384
Comenc a crear un nuevo cuerpo de trabajo.,I started creating a new body of work.,Start creating a new body of work.,0.7013967267997694
"Y cuando lo present a la comunidad artstica, qued impresionada con la cantidad de apoyo y atencin que recib.","And when I presented this to the art community,  I was blown away with the amount of support and attention I received.","And when you present it to the artistic community, be impressed with the amount of support and attention you received.",0.3309101814732068
"Me di cuenta que el sonido es como el dinero, el poder, el control: moneda social.","I realized:  sound is like money,  power, control --  social currency.","I realized that sound is like money, power, control: social currency.",0.4172261448611506
"En el fondo de mi mente, siempre sent que el sonido era ajeno, era algo de una persona oyente.","In the back of my mind, I've always felt that sound was your thing,  a hearing person's thing.","At the bottom of my mind, I always felt that the sound was foreign, it was something of a hearing person.",0.3586268156212066
"Y el sonido es tan poderoso que bien podra debilitarme a m y mi trabajo artstico, o me podra empoderar.","And sound is so powerful  that it could either disempower me and my artwork,  or it could empower me.","And the sound is so powerful that it could well weaken me and my artistic work, or it could empower me.",0.5183282721440023
Eleg que me empoderara.,I chose to be empowered.,Eleg to empower me.,0.5506953149031838
Hay una cultura masiva en torno al lenguaje hablado.,There's a massive culture around spoken language.,There is a massive culture around spoken language.,0.6803749333171202
"Y solo porque yo no uso mi voz literal para comunicar, a los ojos de la sociedad es como si no tuviera una voz en absoluto.","And just because I don't use my literal voice to communicate,  in society's eyes it's as if I don't have a voice at all.","And just because I don't use my literal voice to communicate, in the eyes of society it's like I don't have a voice at all.",0.6919907115708304
As que tengo que trabajar con personas que me puedan apoyar de igual a igual y convertirse en mi voz.,So I need to work with individuals who can support me as an equal  and become my voice.,So I have to work with people who can support me equally and become my voice.,0.357017083410564
De esa manera soy capaz de ser relevante en la sociedad actual.,"And that way, I'm able to maintain relevancy in society today.",That way I am able to be relevant in today's society.,0.4063798282013443
"As que en la escuela, en el trabajo y las instituciones, trabajo con muchos intrpretes diferentes de ASL.","So at school, at work and institutions,  I work with many different ASL interpreters.","So in school, at work and in institutions, I work with many different interpreters from ASL.",0.46892438882117243
Y su voz se convierte en mi voz e identidad.,And their voice becomes my voice and identity.,And his voice becomes my voice and identity.,0.7071067811865475
Me ayudan a ser escuchada.,They help me to be heard.,They help me to be heard.,1.0
Y sus voces tienen valor y peso.,And their voices hold value and currency.,And their voices have courage and weight.,0.4417918226831577
"Irnicamente, al pedir prestadas sus voces, soy capaz de mantener una forma temporal de valor algo as como tomar un prstamo con una tasa de inters muy alta.","Ironically, by borrowing out their voices,  I'm able to maintain a temporary form of currency,  kind of like taking out a loan with a very high interest rate.","Irreally, by borrowing their voices, I am able to maintain a temporary form of value something like taking a prstamo with a very high inters rate.",0.35758586759790434
"Si no continuara con esta prctica, siento que podra desvanecerme en el olvido y no tener ningn tipo de valor social.","If I didn't continue this practice,  I feel that I could just fade off into oblivion  and not maintain any form of social currency.","If I don't continue with this practice, I feel like I can vanish into oblivion and not have any kind of social value.",0.24821926635843994
"As, con el sonido como mi nuevo medio artstico, profundic en el mundo de la msica.","So with sound as my new art medium,  I delved into the world of music.","As, with sound as my new artistic medium, deep into the world of music.",0.5069803352472096
Y me sorprend al ver las similitudes entre la msica y el ASL.,And I was surprised to see the similarities between music and ASL.,And I'm surprised to see the similarities between the music and the ASL.,0.45258880078905583
"Por ejemplo, una nota musical no se puede capturar y expresar plenamente en el papel.","For example,  a musical note  cannot be fully captured and expressed on paper.","For example, a musical note cannot be fully captured and expressed on paper.",1.0
Y lo mismo puede decirse de un concepto en ASL.,And the same holds true for a concept in ASL.,And the same can be said of a concept in ASL.,0.33932513407933634
Los dos son muy espaciales y altamente modulados lo que significa que cambios sutiles pueden afectar todo el significado tanto de las seales como de los sonidos.,They're both highly spatial and highly inflected --  meaning that subtle changes  can affect the entire meaning  of both signs and sounds.,Both are very spatial and highly modulated which means that subtle changes can affect the whole meaning of both the seals and the sounds.,0.3070898761263382
"Me gustara compartirles una metfora del piano, para que entiendan mejor cmo funciona el ASL.","I'd like to share with you a piano metaphor,  to have you have a better understanding of how ASL works.","I'd like to share a piano metaphor, so you understand better how the ASL works.",0.2041797356559256
"Entonces, imaginen un piano.","So, envision a piano.",Then imagine a piano.,0.6389431042462724
El ASL se divide en muchos parmetros gramaticales diferentes.,ASL is broken down into many different grammatical parameters.,The ASL is divided into many different grammatical parameters.,0.5133450480401704
"Si se asigna un parmetro diferente para cada dedo mientras se toca el piano, como la expresin facial, el movimiento del cuerpo, la velocidad, la forma de la mano y as, mientras se toca el piano, el ingls es un lenguaje lineal, como si se pulsara solo una tecla a la vez.","If you assign a different parameter to each finger as you play the piano --  such as facial expression, body movement,  speed, hand shape and so on,  as you play the piano --  English is a linear language,  as if one key is being pressed at a time.","If you assign a different parameter for each finger while playing the piano, such as facial expression, body movement, speed, hand shape and ace, while playing the piano, the incls is a linear language, as if you were pressing only one key at a time.",0.4320348917665811
"Sin embargo, el ASL es ms como un acorde, se necesitan los 10 dedos de forma simultnea para expresar un concepto claro o idea en ASL.","However, ASL is more like a chord --  all 10 fingers need to come down simultaneously  to express a clear concept or idea in ASL.","However, the ASL is more like a chord, you need the 10 fingers simultaneously to express a clear concept or idea in ASL.",0.5438943137738409
"Si solo una tecla cambiara el acorde, creara un significado completamente diferente.","If just one of those keys were to change the chord,  it would create a completely different meaning.","If only one key changes the chord, it will create a completely different meaning.",0.2825301771997749
"Lo mismo ocurre con la msica en cuanto a tono, timbre y volumen.","The same applies to music in regards to pitch, tone and volume.","The same is true of music in terms of tone, timbre and volume.",0.5828233954152654
"En ASL, al usar estos diferentes parmetros gramaticales, se pueden expresar diferentes ideas.","In ASL, by playing around with these different grammatical parameters,  you can express different ideas.","In ASL, using these different grammatical parameters, different ideas can be expressed.",0.21099261895175328
"Por ejemplo, la seal ""fjate en eso"".","For example, take the sign TO-LOOK-AT.","For example, the seal ""fjate in that"".",0.5169731539571706
"Esta es la seal ""fjate en eso"".",This is the sign TO-LOOK-AT.,"This is the seal ""fJate on it.""",0.4111336169005197
Te estoy viendo.,I'm looking at you.,I'm watching you.,0.6474591278836639
Mirndote fijamente.,Staring at you.,I'm staring at you.,0.6389431042462724
"Oh, me cacharon.",Oh -- busted.,"Oh, they got me.",0.0
Uh oh.,Uh-oh.,Uh-oh.,1.0
Qu ests mirando?,What are you looking at?,What are you looking at?,1.0
"Ah, basta!","Aw, stop.","Ah, stop it!",0.0
"Entonces me puse a pensar, y si veo al ASL a travs de los lentes de la msica?","I then started thinking,  ""What if I was to look at ASL through a musical lens?""","So I started thinking, and if I see the ASL through the glasses of the music?",0.5438786529686386
"Si tuviera que crear un signo y lo repitiera una y otra vez, podra llegar a ser como una pieza de msica visual.","If I was to create a sign and repeat it over and over,  it could become like a piece of visual music.","If I had to create a sign and repeat it over and over again, it could become like a piece of visual music.",0.7200242075875519
"Por ejemplo, este es el signo de ""da"", el sol sale y se pone.","For example, this is the sign for ""day,""  as the sun rises and sets.","For example, this is the sign of ""da"", the sun rises and sets.",0.6207106843779346
"Esto es ""todo el da"".","This is ""all day.""","This is ""everything gives.""",0.6389431042462724
"Si lo repitiera y reduciera la velocidad, visualmente se ve como una pieza musical.","If I was to repeat it and slow it down,  visually it looks like a piece of music.","If I repeated it and slowed down, it visually looks like a musical piece.",0.27645070489205664
Todo el da.,All ... day.,The whole da.,0.0
"Siento que lo mismo puede decirse de ""toda la noche"".","I feel the same holds true for ""all night.""","I feel the same can be said for ""all night.""",0.37991784282579627
"""Toda la noche"".","""All night.""","""All night.""",1.0
"Esta es toda la noche, en este dibujo.","This is ALL-NIGHT, represented in this drawing.","This is all night, in this drawing.",0.5169731539571706
"Y esto me llev a pensar en unas tres diferentes tipos de noches: ""Anoche"", ""durante la noche"",  ""toda la noche"".","And this led me to thinking about three different kinds of nights:  ""last night,""  ""overnight,""   ""all night long.""","And this led me to think of about three different types of nights: ""Last night"", ""during the night"", ""all night"".",0.2697856975860103
Siento que el tercero tiene ms musicalidad que los otros dos.,I feel like the third one has a lot more musicality than the other two.,I feel like the third one has more musicality than the other two.,0.729836014355472
Esto representa cmo se expresa el tiempo en ASL y cmo la distancia al cuerpo puede expresar los cambios en el tiempo.,This represents how time is expressed in ASL  and how the distance from your body can express the changes in time.,This represents how time is expressed in ASL and how the distance to the body can express changes in time.,0.6823012611240753
"Por ejemplo, 1 hr. es una mano, 2 hrs. es dos manos, el presente se hace ms cerca y en frente del cuerpo, el futuro es en frente del cuerpo y el pasado es en la espalda.","For example,  1H is one hand, 2H is two hand,  present tense happens closest and in front of the body,  future is in front of the body and the past is to your back.","For example, 1 hr. is a hand, 2 hrs. is two hands, the present is made closer and in front of the body, the future is in front of the body and the past is in the back.",0.43037028270290695
"As, el primer ejemplo es ""hace mucho tiempo"".","So, the first example is ""a long time ago.""","As, the first example is ""a long time ago"".",0.7259795291154771
"Luego, ""pasado"". ""Acostumbrado a"" y el ltimo, que es mi favorito, con una idea muy romntica y dramtica a la vez, ""Haba una vez"".","Then ""past,""  ""used to""  and the last one, which is my favorite,  with the very romantic and dramatic notion to it,  ""once upon a time.""","Then, ""past."" ""Accustomed to"" and the last, which is my favorite, with a very romantic and dramtic idea at the same time, ""Once upon a time.""",0.26613685332453085
"""Tiempo comn"" es un trmino musical con un ritmo especfico de cuatro tiempos por comps.","""Common time""  is a musical term  with a specific time signature of four beats per measure.","""Tempo comn"" is a musical term with a specific rhythm of four times per comps.",0.42534670240297046
"Sin embargo, cuando veo la palabra ""tiempo comn"" pienso automticamente en ""al mismo tiempo"".","Yet when I see the word ""common time,""  what automatically comes to mind for me is ""at the same time.""","However, when I see the word ""comn time"" I automatically think of ""at the same time"".",0.24559903655373172
